,Day,Month,Year,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Autumn,Spring,Summer,Holiday,Functioning Day
18,1.0,12.0,2017.0,0.24404270985347004,0.9390096540689998,-1.0283636033136312,0.3817910933228097,-0.3135455220219407,0.9258713477706347,-0.6947989376469109,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
19,1.0,12.0,2017.0,-0.16218362237811015,1.0834726777719228,-1.078597427413399,0.922032947012873,-0.024037535276926314,0.9258713477706347,-0.5799411120425901,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
20,1.0,12.0,2017.0,-0.43196752240977027,1.227935701474846,-1.103714339463283,1.0202587385928845,-0.21704285977360252,0.7828413454633127,-0.5799411120425901,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
21,1.0,12.0,2017.0,-0.4645276482756603,1.372398725177769,-1.1455758595464227,1.118484530172896,-0.8925614955119693,0.4112921440672809,-0.5875983004162114,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
22,1.0,12.0,2017.0,-0.4753810235642903,1.516861748880692,-1.1539481635630506,1.2167103217529074,-0.21704285977360252,-0.09342292154591283,-0.5722839236689687,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
23,1.0,12.0,2017.0,-0.5916671873710404,1.661324772583615,-1.1874373796295623,1.2658232175429132,-0.6995561710152931,-0.28248556827398213,-0.5875983004162114,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
24,2.0,12.0,2017.0,-0.5839147764505903,-1.661324772583615,-1.2292988997127021,1.4131619049129305,-0.603053508766955,-0.728015805346215,-0.5875983004162114,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
25,2.0,12.0,2017.0,-0.6149244201323903,-1.516861748880692,-1.262788115779214,1.3640490091229247,-1.0855668200086457,-0.7345918974063218,-0.6335414306579398,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
26,2.0,12.0,2017.0,-0.6862466006005304,-1.372398725177769,-1.3213942438956097,1.3640490091229247,-0.21704285977360252,-0.29728177540922235,-0.6871417492732895,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
27,2.0,12.0,2017.0,-0.8335424080890804,-1.227935701474846,-1.3716280679953772,1.118484530172896,0.4584757759647645,-0.3548225809351565,-0.7866851981303675,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
28,2.0,12.0,2017.0,-0.9544800184481005,-1.0834726777719228,-1.396744980045261,1.0202587385928845,0.2654704514680881,-0.44359982374659773,-0.8402855167457174,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
29,2.0,12.0,2017.0,-0.9699848402890006,-0.9390096540689998,-1.4134895880785168,1.0202587385928845,-0.21704285977360252,-0.3860590182206636,-0.8555998934929601,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
30,2.0,12.0,2017.0,-0.9839391799458106,-0.7945466303660768,-1.4386065001284007,1.1675974259629018,0.3619731137164263,-0.4255155705813041,-0.8402855167457174,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
31,2.0,12.0,2017.0,-0.8661025339549705,-0.6500836066631537,-1.4469788041450289,1.118484530172896,0.7479837627097787,-0.26440131510868853,-0.8555998934929601,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
32,2.0,12.0,2017.0,-0.7529173345164004,-0.5056205829602307,-1.430234196111773,1.0202587385928845,0.3619731137164263,-0.0013576327044182146,-0.870914270240203,-0.6436202182560112,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
33,2.0,12.0,2017.0,-0.5839147764505903,-0.36115755925730764,-1.3213942438956097,0.4800168849028212,-0.1205401975252643,0.08248754106194296,-0.9168574004819313,-0.3097867697438045,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
34,2.0,12.0,2017.0,-0.5746118833460503,-0.21669453555438456,-1.1120866434799108,-0.06022496878724208,-0.1205401975252643,-0.2101485556128078,-0.9092002121083099,0.2657881414841382,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
35,2.0,12.0,2017.0,-0.4908858454051903,-0.07223151185146152,-0.9195236510974678,-0.4531281351072881,0.0724651269714119,-0.050678323155218905,-0.9015430237346884,0.49601810597531526,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
36,2.0,12.0,2017.0,-0.3497919666530002,0.07223151185146152,-0.7185883546983971,-0.8460313014273341,-0.4100481842702787,0.3767676607517204,-0.9092002121083099,0.599621589996345,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
37,2.0,12.0,2017.0,-0.15288072927357013,0.21669453555438456,-0.5762591864157218,-1.0915957803773628,0.0724651269714119,0.564186284464763,-0.9168574004819313,0.6341560846700216,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
38,2.0,12.0,2017.0,-0.14512831835312012,0.36115755925730764,-0.46741923419955844,-1.1407086761673686,-0.4100481842702787,0.8518903120944337,-0.8555998934929601,0.4845066077507564,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
39,2.0,12.0,2017.0,-0.17923892640310016,0.5056205829602307,-0.44230232214967463,-0.8460313014273341,0.5549784382131023,0.8486022660643803,-0.6794845608996682,0.19671915213678504,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
40,2.0,12.0,2017.0,-0.13427494306449014,0.6500836066631537,-0.5427699703492099,-0.5022410308972939,0.8444864249581169,0.8354500819441668,-0.6029126771634542,-0.40187875554027536,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
41,2.0,12.0,2017.0,-0.20559712353263015,0.7945466303660768,-0.5762591864157218,-0.3549023435272766,0.7479837627097787,0.7466728391327255,-0.5646267352953473,-0.5860627271332169,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
42,2.0,12.0,2017.0,-0.3342871448121002,0.9390096540689998,-0.6181207064988615,-0.2566765519472651,-0.21704285977360252,0.4277323742175478,-0.5646267352953473,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
43,2.0,12.0,2017.0,-0.4955372919574603,1.0834726777719228,-0.6599822265820013,-0.30578944773727085,0.5549784382131023,0.3767676607517204,-0.618227053910697,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
44,2.0,12.0,2017.0,-0.5358498287438003,1.227935701474846,-0.6934714426485131,-0.3549023435272766,-0.5065508465186169,0.24360179653455855,-0.6641701841524253,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
45,2.0,12.0,2017.0,-0.5079411494301803,1.372398725177769,-0.7353329627316529,-0.15845076036725358,-0.5065508465186169,0.01837064347590206,-0.6258842422843184,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
46,2.0,12.0,2017.0,-0.5436022396642504,1.516861748880692,-0.7855667868314206,-0.20756365615725933,-0.21704285977360252,0.015082597445848682,-0.6871417492732895,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
47,2.0,12.0,2017.0,-0.5249964534551703,1.661324772583615,-0.7437052667482809,-0.10933786457724784,-0.6995561710152931,-0.13945556596666014,-0.618227053910697,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
48,3.0,12.0,2017.0,-0.5622080258733303,-1.661324772583615,-0.7437052667482809,-0.011112072997236332,-0.3135455220219407,-0.23152085480815476,-0.5799411120425901,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
49,3.0,12.0,2017.0,-0.7405134770436804,-1.516861748880692,-0.7520775707649088,0.5291297806928269,-0.024037535276926314,-1.5648235199948,-0.40382577944929815,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
50,3.0,12.0,2017.0,-0.7389629948595904,-1.372398725177769,-0.8023113948646766,1.0202587385928845,-0.3135455220219407,-0.9976355798105921,-0.31193951896584143,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
51,3.0,12.0,2017.0,-0.9110665172935805,-1.227935701474846,-0.7939390908480486,0.6273555722728384,-0.1205401975252643,-0.7000674140907613,-0.4114829678229195,-0.6551317164805701,0.3114120092412269,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
52,3.0,12.0,2017.0,-0.9746362868412706,-1.0834726777719228,-0.7855667868314206,0.72558136385285,-0.6995561710152931,-0.6195102863544535,-0.3731970259548125,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
53,3.0,12.0,2017.0,-1.0428575029412306,-0.9390096540689998,-0.7520775707649088,0.8238071554328614,0.1689677892197499,-0.8595376465483502,-0.3195967073394628,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
54,3.0,12.0,2017.0,-1.0723166644389406,-0.7945466303660768,-0.7939390908480486,1.3640490091229247,0.7479837627097787,-1.9051362841053248,-0.22005325848238474,-0.6551317164805701,0.75462390216619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
55,3.0,12.0,2017.0,-1.0583623247821305,-0.6500836066631537,-0.8190560028979325,1.6096134880729536,-0.5065508465186169,-2.1500957133443017,-0.1817673166142778,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
56,3.0,12.0,2017.0,-0.9606819471844605,-0.5056205829602307,-0.8106836988813044,1.6587263838629593,0.0724651269714119,-1.9610330666162323,-0.15879575149341366,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
57,3.0,12.0,2017.0,-0.8567996408504305,-0.36115755925730764,-0.7855667868314206,1.6096134880729536,0.0724651269714119,-1.9824053658115792,-0.15113856311979226,-0.6321087200314524,2.0842595809410795,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
58,3.0,12.0,2017.0,-0.7823764960141104,-0.21669453555438456,-0.710216050681769,1.511387696492942,0.4584757759647645,-1.9396607674208852,-0.1051954328780639,-0.3788557590911576,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
59,3.0,12.0,2017.0,-0.6691912965755404,-0.07223151185146152,-0.6516099225653734,1.4131619049129305,-0.3135455220219407,-1.834443294459177,-0.07456667938357835,-0.36734426086659877,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
60,3.0,12.0,2017.0,-0.5761623655301403,0.07223151185146152,-0.5930037944489778,1.314936113332919,-0.024037535276926314,-1.7884106500384298,-0.051595114262714195,-0.1601372928245394,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
61,3.0,12.0,2017.0,-0.32498425170756023,0.21669453555438456,-0.5092807542826983,1.118484530172896,0.1689677892197499,-1.7210057064223356,-0.028623549141850006,0.035558176992961085,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
62,3.0,12.0,2017.0,-0.21955146318944016,0.36115755925730764,-0.44230232214967463,0.8729200512228672,-0.5065508465186169,-1.6683969699414816,-0.0362807375154714,0.13916166101399072,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
63,3.0,12.0,2017.0,-0.12962349651222013,0.5056205829602307,-0.4088131060831628,0.72558136385285,-0.1205401975252643,-1.650312716776188,-0.051595114262714195,-0.04502231057895083,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
64,3.0,12.0,2017.0,-0.16528458674629015,0.6500836066631537,-0.44230232214967463,0.922032947012873,-0.1205401975252643,-1.7062094992870953,-0.020966360768228644,-0.424901751989393,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
65,3.0,12.0,2017.0,-0.24746014250306017,0.7945466303660768,-0.5176530582993262,1.1675974259629018,-0.21704285977360252,-1.7736144429031897,-0.020966360768228644,-0.5975742253577757,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
66,3.0,12.0,2017.0,-0.40560932528024024,0.9390096540689998,-0.5762591864157218,1.2658232175429132,0.1689677892197499,-1.824579156369017,-0.051595114262714195,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
67,3.0,12.0,2017.0,-0.43816945114613026,1.0834726777719228,-0.6013760984656057,1.314936113332919,-0.024037535276926314,-1.8541715706394974,-0.059252302636335595,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
68,3.0,12.0,2017.0,-0.4769315057483803,1.227935701474846,-0.6432376185487454,1.4131619049129305,-0.3135455220219407,-1.946236859480992,-0.06690949100995695,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
69,3.0,12.0,2017.0,-0.4955372919574603,1.372398725177769,-0.6850991386318851,1.4131619049129305,-0.5065508465186169,-1.956100997571152,-0.1051954328780639,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
70,3.0,12.0,2017.0,-0.5498041684006103,1.516861748880692,-0.7185883546983971,1.511387696492942,0.0724651269714119,-2.03172605626238,-0.1128526212516853,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
71,3.0,12.0,2017.0,-0.6226768310528403,1.661324772583615,-0.7520775707649088,1.5605005922829478,-0.4100481842702787,-2.0432342173675666,-0.12816699799892808,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
72,4.0,12.0,2017.0,-0.6505855103664604,-1.661324772583615,-0.7269606587150249,1.4622748007029363,-1.0855668200086457,-2.0070657110369794,-0.1358241863725495,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
73,4.0,12.0,2017.0,-0.8040832465913704,-1.516861748880692,-0.7185883546983971,1.4131619049129305,-1.1820694822569837,-1.998845595961846,-0.1358241863725495,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
74,4.0,12.0,2017.0,-0.9188189282140306,-1.372398725177769,-0.710216050681769,1.4131619049129305,0.0724651269714119,-2.02186191817222,-0.12816699799892808,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
75,4.0,12.0,2017.0,-0.9916915908662606,-1.227935701474846,-0.7771944828147926,1.314936113332919,0.5549784382131023,-2.0235059411872465,-0.21239607010876338,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
76,4.0,12.0,2017.0,-1.0289031632844206,-1.0834726777719228,-0.8441729149478163,1.511387696492942,-0.21704285977360252,-2.1484516903292747,-0.22771044685600614,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
77,4.0,12.0,2017.0,-0.9653333937367305,-0.9390096540689998,-0.9111513470808399,1.2167103217529074,0.9409890872064551,-1.946236859480992,-0.3502254608339484,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
78,4.0,12.0,2017.0,-0.7823764960141104,-0.7945466303660768,-0.9781297792138636,0.8729200512228672,1.9060157096898362,-1.7522421437078426,-0.5033692283063762,-0.6551317164805701,-0.043157505098743554,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
79,4.0,12.0,2017.0,-0.3203328051552902,-0.6500836066631537,-1.061852819380143,0.4800168849028212,1.6165077229448217,-1.2080705257340083,-0.6947989376469109,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
80,4.0,12.0,2017.0,0.3603288736602201,-0.5056205829602307,-1.1455758595464227,0.5291297806928269,1.71301038519316,-0.7937767259472827,-0.7483992562622606,-0.6436202182560112,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
81,4.0,12.0,2017.0,-0.3032775011303002,-0.36115755925730764,-1.2041819876628181,-0.5513539266872997,2.388529020931527,0.7417407700876455,-1.1772018051850586,-0.40187875554027536,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
82,4.0,12.0,2017.0,-0.6102729735801203,-0.21669453555438456,-1.1706927715963065,-0.8951441972173398,2.678037007676541,0.9258713477706347,-1.307374007536622,0.08160416989119654,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
83,4.0,12.0,2017.0,-0.5048401850620003,-0.07223151185146152,-1.1204589474965387,-0.8460313014273341,2.292026358683188,0.5954227217502701,-1.2384593121740297,0.42694911662796203,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
84,4.0,12.0,2017.0,-0.4831334344847403,0.07223151185146152,-1.103714339463283,-0.9933699887973514,2.967544994421555,0.6348792741109107,-1.2997168191630006,0.6226445864454627,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
85,4.0,12.0,2017.0,-0.4862343988529203,0.21669453555438456,-1.078597427413399,-1.3862731551173975,3.546560967911584,0.82394192083898,-1.4988037168771569,0.6917135757928157,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
86,4.0,12.0,2017.0,-0.5684099546096903,0.36115755925730764,-1.070225123396771,-1.5336118424874146,2.678037007676541,0.9258713477706347,-1.5906899773606136,0.599621589996345,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
87,4.0,12.0,2017.0,-0.5637585080574203,0.5056205829602307,-1.0869697314300268,-1.631837634067426,3.9325716169049363,0.9258713477706347,-1.674919049470449,0.35788012728060903,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
88,4.0,12.0,2017.0,-0.5110421137983603,0.6500836066631537,-1.0953420354466548,-1.7300634256474376,2.8710423321732175,0.9258713477706347,-1.7514909332066628,-0.0219993141298331,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
89,4.0,12.0,2017.0,-0.2939746080257602,0.7945466303660768,-1.1874373796295623,-1.5827247382774203,3.4500583056632457,0.9258713477706347,-1.7132049913385559,-0.4479247484385107,-0.13179988368373619,-0.17189109256898677,-0.5762957472697225,-0.5805138559899644,-0.5805138559899644,-0.227756885400337,0
